,RIFUSDT,KASUSDT,Spread,Z-Score
205,0.1353,0.04678,0.004316000000000014,-0.6923688622021854
206,0.135,0.04725,0.002700000000000008,-1.0455114614830776
207,0.136,0.04636,0.006192000000000031,-0.17190589714899568
208,0.1413,0.04657,0.010904000000000025,1.0860132718454374
209,0.1432,0.04804,0.008688000000000001,0.5954021852328348
210,0.1423,0.048,0.007900000000000018,0.4390748780093198
211,0.1426,0.04844,0.00696800000000003,0.17343898494268967
212,0.1431,0.04856,0.007132000000000027,0.2709539948604609
213,0.1429,0.04848,0.007155999999999996,0.3022582817194621
214,0.1441,0.04837,0.008664000000000005,0.8068976053966168
215,0.1466,0.04861,0.010492000000000029,1.3795598730098533
216,0.1483,0.04861,0.012192000000000008,1.8539209500171907
217,0.1516,0.04879,0.014988000000000029,2.544538447622859
218,0.1511,0.04896,0.014012000000000024,2.124417402320935
219,0.1496,0.04903,0.012316000000000021,1.5641392939251515
220,0.1548,0.04931,0.016731999999999997,2.617366394714678
221,0.1548,0.04919,0.017068,2.5119779001912006
222,0.1583,0.04986,0.018692000000000014,2.697035562072774
223,0.155,0.04968,0.015895999999999993,1.924739009865314
224,0.1541,0.0492,0.016339999999999993,1.9272579395500595
225,0.1464,0.04972,0.007184000000000024,-0.1288854865428105
226,0.1479,0.04943,0.009496000000000004,0.3835335194542591
227,0.147,0.04979,0.007588000000000011,-0.03330632942423499
228,0.148,0.0494,0.009679999999999994,0.43482228491128366
229,0.1479,0.04975,0.008599999999999997,0.18345013707885774
230,0.1451,0.05061,0.003392000000000006,-0.9784202944764135
231,0.1452,0.05084,0.0028479999999999894,-1.10444061464918
232,0.1448,0.05093,0.0021960000000000035,-1.2524175516605998
233,0.1483,0.051,0.005500000000000005,-0.5206598757087282
234,0.1475,0.05008,0.007276000000000005,-0.12847067898722814
235,0.1466,0.05049,0.00522800000000001,-0.5942491974687764
236,0.1472,0.05035,0.006220000000000003,-0.3701846629046941
237,0.1467,0.05034,0.005748000000000003,-0.4674728572823827
238,0.147,0.04955,0.008260000000000017,0.10449468286077042
239,0.1488,0.04961,0.009891999999999984,0.47366397058720283
240,0.1513,0.04928,0.013315999999999995,1.2213982162796355
241,0.1466,0.04867,0.010324000000000028,0.543654871243879
242,0.1422,0.04884,0.005448000000000008,-0.5514300217254358
243,0.1436,0.04904,0.006288000000000016,-0.3540619685366541
244,0.1446,0.04855,0.008660000000000001,0.1827390485371108
245,0.1418,0.04837,0.0063640000000000085,-0.31710748956190626
246,0.1426,0.0486,0.006520000000000026,-0.2622812217985906
247,0.14,0.0484,0.0044800000000000395,-0.7083472204815439
248,0.1421,0.04833,0.006776000000000032,-0.1821126619704533
249,0.143,0.04787,0.008964,0.3163237117067314
250,0.1441,0.04763,0.010736000000000023,0.7018672429434603
251,0.1428,0.04726,0.010472000000000009,0.6405723033023918
252,0.1437,0.0481,0.00902,0.30629037871566456
253,0.1443,0.04884,0.007548000000000027,-0.02557867829361486
254,0.1415,0.0484,0.005980000000000013,-0.38080011797220603
255,0.1394,0.04837,0.003963999999999995,-0.8490230472271052
256,0.1387,0.04849,0.002928000000000014,-1.1025308147190873
257,0.1421,0.04835,0.0067200000000000315,-0.2546312535929621
258,0.1426,0.04874,0.006128000000000022,-0.40907768536486566
259,0.1416,0.04865,0.005380000000000024,-0.584327523211011
260,0.1412,0.04916,0.0035519999999999996,-1.0318217010837771
261,0.1403,0.04985,0.0007200000000000262,-1.6532467489144762
262,0.1401,0.04999,0.000128000000000017,-1.7716642957699382
263,0.1394,0.04967,0.0003240000000000187,-1.7498899784414603
264,0.1397,0.04995,-0.00015999999999999348,-1.8496920363928713
265,0.1391,0.0504,-0.002019999999999994,-2.1749291271620024
266,0.1398,0.05041,-0.001347999999999988,-1.9631127293852053
267,0.1387,0.05012,-0.0016359999999999986,-1.9337356478708314
268,0.1397,0.04996,-0.00018799999999999373,-1.561810632722618
269,0.137,0.0502,-0.00355999999999998,-2.132680794448487
270,0.1381,0.05029,-0.002711999999999992,-1.869522374290365
271,0.14,0.05027,-0.0007559999999999789,-1.439629582088672
272,0.1405,0.05036,-0.0005079999999999807,-1.3467808165717827
273,0.14,0.05057,-0.0015959999999999586,-1.4935454204068217
274,0.1416,0.04978,0.0022160000000000235,-0.7715837914228487
275,0.1425,0.05053,0.0010159999999999891,-0.9588949383373339
276,0.1429,0.05013,0.0025360000000000105,-0.6568901844512938
277,0.143,0.05065,0.0011799999999999866,-0.8777389750487148
278,0.1427,0.05085,0.0003200000000000147,-1.0068432631246216
279,0.1445,0.05091,0.0019520000000000093,-0.6732299339573442
280,0.1444,0.05082,0.0021040000000000225,-0.6209121930335924
281,0.1477,0.05093,0.005095999999999989,0.010552114120528868
282,0.1487,0.04998,0.008756000000000014,0.86194365171769
283,0.1481,0.05,0.008100000000000024,0.7826012693908931
284,0.1481,0.04992,0.008324000000000026,0.9198629717219176
285,0.1489,0.04963,0.009936,1.293905981770061
286,0.148,0.05035,0.0070199999999999985,0.5940894195735582
287,0.1501,0.05062,0.008364000000000038,0.9211853324955585
288,0.1478,0.05003,0.007716000000000001,0.7757037091345066
289,0.1432,0.05046,0.001911999999999997,-0.6450330161848677
290,0.1422,0.0496,0.0033200000000000174,-0.2923342651901143
291,0.1398,0.04991,5.1999999999996493e-05,-1.0887699885865252
292,0.1369,0.04996,-0.0029879999999999907,-1.7759196815186191
293,0.1423,0.05016,0.0018520000000000203,-0.5893023037456527
294,0.1423,0.05137,-0.0015359999999999818,-1.3554930821564681
295,0.1461,0.05111,0.0029920000000000224,-0.2666899073405122
296,0.1457,0.05165,0.0010799999999999976,-0.7007951627530488
297,0.1479,0.05088,0.005435999999999996,0.3373000065727643
298,0.1478,0.0509,0.005280000000000007,0.31449091769231086
299,0.1417,0.05097,-0.0010159999999999891,-1.1599718048083416
300,0.1403,0.05089,-0.0021919999999999717,-1.4236722294417312
301,0.142,0.05031,0.0011319999999999941,-0.5711155217389616
302,0.1372,0.04995,-0.0026599999999999957,-1.476753457521242
303,0.1398,0.05017,-0.0006759999999999822,-0.9485731767044757
304,0.137,0.04943,-0.0014039999999999886,-1.095238929866617
305,0.1299,0.04961,-0.009008000000000016,-2.7583267453574654
306,0.1246,0.04943,-0.013803999999999997,-3.4254577771924968
307,0.1248,0.04963,-0.01416400000000001,-3.1365138773957546
308,0.126,0.04894,-0.011031999999999986,-2.367854811758554
309,0.1257,0.04869,-0.010631999999999975,-2.1740521028764457
310,0.1236,0.04849,-0.012171999999999975,-2.3261382697431423
311,0.1281,0.0483,-0.0071400000000000075,-1.3989149884452445
312,0.1282,0.04853,-0.007683999999999969,-1.4466873450391835
313,0.1293,0.04851,-0.006527999999999978,-1.201481065122262
314,0.1305,0.04864,-0.005692000000000003,-1.0185435388240103
315,0.1316,0.04842,-0.0039759999999999796,-0.6904576700596443
316,0.1306,0.04829,-0.004612000000000005,-0.7788924571788005
317,0.1326,0.0483,-0.0026400000000000035,-0.4068835346992684
318,0.1329,0.04802,-0.0015560000000000018,-0.19195539902164938
319,0.1306,0.04788,-0.003463999999999995,-0.514870869518095
320,0.1255,0.0478,-0.008339999999999986,-1.3540190211400587
321,0.1206,0.04773,-0.013043999999999986,-2.0812402694410417
322,0.1198,0.04807,-0.01479599999999999,-2.239830769188303
323,0.1199,0.04788,-0.014163999999999982,-2.020880719553823
324,0.1201,0.04817,-0.014775999999999997,-2.0073054479549675
325,0.1177,0.04878,-0.018883999999999984,-2.4602424916641974
326,0.1182,0.04821,-0.016787999999999997,-2.0385882925861725
327,0.1199,0.04822,-0.01511599999999999,-1.7250349883252196
328,0.1199,0.04837,-0.015535999999999994,-1.7048457883655042
329,0.1212,0.04797,-0.013115999999999989,-1.3379077324310653
330,0.122,0.04772,-0.011615999999999987,-1.1083378940279374
331,0.1224,0.04761,-0.010907999999999987,-0.9861962503569762
332,0.1252,0.04747,-0.007715999999999973,-0.5559328446404583
333,0.1263,0.04715,-0.005719999999999975,-0.28859039416214954
334,0.1264,0.04712,-0.005535999999999985,-0.24909787978411935
335,0.1261,0.0474,-0.006619999999999987,-0.3741557068113242
336,0.1252,0.04743,-0.007603999999999972,-0.4821028577987399
337,0.1264,0.0468,-0.0046399999999999775,-0.08232386372993683
338,0.127,0.04696,-0.004487999999999992,-0.05201171025831736
339,0.1245,0.04709,-0.007351999999999997,-0.410059217416631
340,0.1259,0.04723,-0.0063439999999999885,-0.25973849415079425
341,0.1275,0.0469,-0.00381999999999999,0.09657704631027744
342,0.1288,0.04665,-0.0018199999999999883,0.40033259190696685
343,0.1306,0.04686,-0.0006079999999999974,0.6028179473411035
344,0.13,0.04678,-0.0009839999999999849,0.587770695843469
345,0.1289,0.04672,-0.001916000000000001,0.5005521667621844
346,0.1322,0.04693,0.0007960000000000189,0.9497152608418453
347,0.1286,0.0465,-0.0015999999999999903,0.6259912251893475
348,0.1285,0.04676,-0.0024279999999999857,0.5399123132773761
349,0.1288,0.04759,-0.004451999999999984,0.22152435748024948
350,0.1282,0.04736,-0.0044079999999999675,0.2560344504990979
351,0.1264,0.0475,-0.006599999999999967,-0.10570065186884074
352,0.1273,0.04665,-0.0033199999999999896,0.4693108680904915
353,0.1277,0.04656,-0.002667999999999976,0.6046597743326652
354,0.1266,0.04676,-0.0043279999999999985,0.3199615572389588
355,0.1269,0.04702,-0.0047559999999999825,0.2728004932163311
356,0.1295,0.04695,-0.0019599999999999895,0.7998204705956092
357,0.1303,0.04632,0.0006039999999999934,1.3216793197110297
358,0.1286,0.04671,-0.0021879999999999955,0.8484012950235382
359,0.129,0.04601,0.00017200000000000548,1.3018625712075733
360,0.1302,0.04631,0.0005320000000000324,1.3500023885838024
361,0.1303,0.04645,0.00024000000000001798,1.3016338180357563
362,0.1299,0.0466,-0.0005800000000000249,1.1283179404364372
363,0.1299,0.04645,-0.00015999999999999348,1.2054050455484155
364,0.1299,0.04698,-0.0016440000000000066,0.9208469027477947
365,0.1321,0.04681,0.0010320000000000051,1.3842843386000994
366,0.1318,0.04672,0.0009840000000000126,1.3317222517656027
367,0.1336,0.04667,0.002923999999999982,1.642951572890892
368,0.1343,0.04702,0.0026440000000000075,1.5284419354294125
369,0.134,0.04693,0.002596000000000015,1.4623120946094517
370,0.1354,0.0473,0.0029599999999999904,1.4760557648796881
371,0.1346,0.04728,0.0022159999999999958,1.2923080081262432
372,0.1318,0.0469,0.0004800000000000082,0.945378069957201
373,0.1342,0.04644,0.004168000000000005,1.550855724916292
374,0.1315,0.04573,0.0034560000000000146,1.3746072330105161
375,0.1318,0.04652,0.0015440000000000176,1.0147203422444726
376,0.1312,0.04716,-0.0008479999999999877,0.5870821050894377
377,0.129,0.047,-0.002599999999999991,0.2838788693870117
378,0.129,0.04824,-0.006071999999999994,-0.3040266431998756
379,0.1285,0.04855,-0.007440000000000002,-0.5282705021990726
380,0.1288,0.04798,-0.005543999999999993,-0.20949022759600022
381,0.1281,0.04745,-0.0047599999999999865,-0.09943871401047105
382,0.1253,0.04843,-0.010304000000000008,-1.1160471769820044
383,0.1251,0.04886,-0.011707999999999996,-1.3937588279797208
384,0.1234,0.04711,-0.008508000000000002,-0.8513127504635687
385,0.1203,0.04794,-0.013931999999999986,-1.9599019779399987
386,0.1219,0.0463,-0.007740000000000011,-0.8218722771838113
387,0.122,0.04619,-0.007332000000000005,-0.7990244908121995
388,0.1223,0.04581,-0.005967999999999987,-0.5719302364529816
389,0.1214,0.04595,-0.0072600000000000026,-0.9208945856370282
390,0.1228,0.0456,-0.004879999999999982,-0.39849595418152706
391,0.1262,0.0459,-0.0023199999999999887,0.19659916258129553
392,0.1248,0.04561,-0.002907999999999994,0.02899319526429709
393,0.1258,0.04566,-0.0020479999999999943,0.23298772076154764
394,0.1225,0.04505,-0.0036400000000000043,-0.18205553536819186
395,0.1248,0.04528,-0.0019840000000000135,0.2239369579270292
396,0.1275,0.04595,-0.0011599999999999944,0.4136188140687655
397,0.1256,0.04568,-0.0023040000000000005,0.10504358430845608
398,0.1276,0.04551,0.00017200000000000548,0.7303530260277274
399,0.131,0.04611,0.0018920000000000048,1.1410019728196552
400,0.1273,0.0461,-0.0017800000000000038,0.1628649721484826
401,0.1281,0.04702,-0.0035560000000000036,-0.30660886910507135
402,0.1283,0.04645,-0.0017599999999999838,0.16677376637779906
403,0.1274,0.04641,-0.002547999999999967,-0.032569265044632874
404,0.1281,0.04668,-0.002603999999999995,-0.040281359467076595
405,0.1263,0.04469,0.0011680000000000024,0.936976795049723
406,0.1257,0.04531,-0.0011680000000000024,0.33389646208140095
407,0.1289,0.04613,-0.00026399999999998647,0.5652904814402645
408,0.1238,0.04685,-0.007379999999999998,-1.2687690514722425
409,0.1256,0.04681,-0.005468000000000001,-0.7657607131827575
410,0.1255,0.04589,-0.0029919999999999947,-0.1310850300659406
411,0.1235,0.04621,-0.005888000000000004,-0.8881128091895422
412,0.1255,0.04539,-0.0015919999999999823,0.2222084031988329
413,0.1246,0.04539,-0.0024919999999999803,-0.012732664355257809
414,0.1339,0.04495,0.00804000000000002,2.527795733516717
415,0.1355,0.04618,0.006196000000000007,1.967016589572782
416,0.1354,0.0457,0.007440000000000002,2.1368590703617434
417,0.1356,0.04606,0.006632000000000027,1.8749155109289315
418,0.1335,0.04808,-0.0011239999999999861,0.1457925699254152
419,0.1368,0.0479,0.0026800000000000157,0.9760034837320377
420,0.135,0.04863,-0.0011639999999999706,0.13326774980525366
421,0.1338,0.04765,0.0003800000000000192,0.4744397499245029
422,0.1326,0.04753,-0.0004840000000000122,0.2828360221388087
423,0.1369,0.04821,0.001911999999999997,0.8018222622516419
424,0.1379,0.04869,0.0015680000000000138,0.7111245001804595
425,0.1372,0.04955,-0.0015399999999999858,0.038913079615847126
426,0.138,0.04945,-0.0004599999999999882,0.28248989175684636
427,0.1353,0.04847,-0.00041599999999997195,0.3070358393108963
428,0.1384,0.04922,0.0005840000000000012,0.5402719219785024
429,0.1378,0.04998,-0.0021439999999999793,-0.052812787469272364
430,0.1372,0.04967,-0.0018759999999999888,0.026115334786136056
431,0.138,0.04962,-0.0009359999999999646,0.2543116086480631
432,0.1387,0.05102,-0.004156000000000021,-0.4680997075371889
433,0.1382,0.05081,-0.004068000000000016,-0.42335511944726995
434,0.1377,0.05093,-0.0049040000000000195,-0.5936896517541213
435,0.1405,0.05148,-0.0036439999999999806,-0.27674119371168643
436,0.1408,0.05202,-0.0048559999999999715,-0.54909986024882
437,0.1405,0.0529,-0.007619999999999988,-1.1732219508209707
438,0.1408,0.05195,-0.0046599999999999975,-0.48404333799936655
439,0.1402,0.05283,-0.007724000000000009,-1.2049045845325235
440,0.1402,0.05282,-0.007696000000000008,-1.1803329854363769
441,0.1409,0.05072,-0.0011160000000000059,0.34527139436375615
442,0.1395,0.0496,0.0006200000000000372,0.7267199056675092
443,0.139,0.04917,0.0013240000000000196,0.876412252708688
444,0.1442,0.04935,0.006019999999999998,1.9622837490682983
445,0.1451,0.04847,0.009384000000000031,2.7291522305457416
446,0.1435,0.04984,0.003947999999999979,1.3321292417781265
447,0.1431,0.04993,0.003296000000000021,1.1338113297508
448,0.1448,0.04989,0.005108000000000029,1.5330819728017417
449,0.1443,0.04995,0.004440000000000027,1.324958753281705
450,0.1455,0.04972,0.006284000000000012,1.7144231010116262
451,0.1469,0.0497,0.007739999999999997,1.9681559580404382
452,0.1484,0.04852,0.012544,2.8468288786164058
453,0.1485,0.04913,0.010936000000000001,2.3261045502889868
454,0.1487,0.04888,0.011836000000000013,2.354639870599553
455,0.1498,0.04805,0.015259999999999996,2.7905478895851847
456,0.1478,0.04766,0.014352000000000004,2.4363240342128725
457,0.1456,0.0482,0.01064000000000001,1.6905213171745006
458,0.1448,0.04946,0.00631200000000004,0.9042144681058889
459,0.1442,0.04927,0.0062439999999999996,0.8739611223616351
460,0.1458,0.0484,0.010280000000000039,1.513057113409576
461,0.1401,0.04828,0.004916000000000004,0.5754400827596661
462,0.1378,0.04754,0.0046880000000000255,0.518234659701472
463,0.1383,0.04602,0.009444000000000008,1.2859509074938098
464,0.1409,0.0455,0.013500000000000012,1.8782035291940082
465,0.1446,0.04555,0.01706000000000002,2.309091715616346
